Entry_ID,Domesticated,IRMS_d13C_Collagen,d15N_Collagen,Latitude_N,Longitude_E,General_Category_or_Family,C4_Plant,Sampled_Element,Cultural_Horizon,Species,Site_Description,Genus,Absolute_Chronology,General_Category_or_Family.1,Modern_Country,cronologia,%C,%N,C:N,peso_mg,pre-treatment,contexto,method
1234,yes,-22.72,,30.907485,35.702898,Poaceae,no,Charred grain,Islamic,vulgare,Settlement,Hordeum,500 - 1000 CE ; 1000 - 1500 CE,Poaceae,Jordan,,,,,,,,
1235,yes,-22.5,,30.907485,35.702898,Poaceae,no,Charred grain,Islamic,vulgare,Settlement,Hordeum,500 - 1000 CE ; 1000 - 1500 CE,Poaceae,Jordan,,,,,,,,
1236,yes,-22.5,,30.907485,35.702898,Poaceae,no,Charred grain,Islamic,vulgare,Settlement,Hordeum,500 - 1000 CE ; 1000 - 1500 CE,Poaceae,Jordan,,,,,,,,
1237,yes,-22.09,,30.907485,35.702898,Poaceae,no,Charred grain,Islamic,vulgare,Settlement,Hordeum,500 - 1000 CE ; 1000 - 1500 CE,Poaceae,Jordan,,,,,,,,
1238,yes,-21.88,,30.907485,35.702898,Poaceae,no,Charred grain,Islamic,vulgare,Settlement,Hordeum,500 - 1000 CE ; 1000 - 1500 CE,Poaceae,Jordan,,,,,,,,
1239,yes,-21.57,,30.907485,35.702898,Fabaceae,no,Charred grain,Islamic,culinaris,Settlement,Lens,500 - 1000 CE ; 1000 - 1500 CE,Fabaceae,Jordan,,,,,,,,
1240,yes,-21.53,,30.907485,35.702898,Fabaceae,no,Charred grain,Islamic,culinaris,Settlement,Lens,500 - 1000 CE ; 1000 - 1500 CE,Fabaceae,Jordan,,,,,,,,
1241,yes,-21.34,,30.907485,35.702898,Fabaceae,no,Charred grain,Islamic,culinaris,Settlement,Lens,500 - 1000 CE ; 1000 - 1500 CE,Fabaceae,Jordan,,,,,,,,
1242,yes,-22.01,,30.907485,35.702898,Poaceae,no,Charred grain,Islamic,aestivum,Settlement,Triticum,500 - 1000 CE ; 1000 - 1500 CE,Poaceae,Jordan,,,,,,,,
1243,yes,-21.77,,30.907485,35.702898,Poaceae,no,Charred grain,Islamic,aestivum,Settlement,Triticum,500 - 1000 CE ; 1000 - 1500 CE,Poaceae,Jordan,,,,,,,,
1244,yes,-21.67,,30.907485,35.702898,Poaceae,no,Charred grain,Islamic,aestivum,Settlement,Triticum,500 - 1000 CE ; 1000 - 1500 CE,Poaceae,Jordan,,,,,,,,
1245,yes,-21.56,,30.907485,35.702898,Poaceae,no,Charred grain,Islamic,aestivum,Settlement,Triticum,500 - 1000 CE ; 1000 - 1500 CE,Poaceae,Jordan,,,,,,,,
1246,yes,-20.88,,30.907485,35.702898,Poaceae,no,Charred grain,Islamic,aestivum,Settlement,Triticum,500 - 1000 CE ; 1000 - 1500 CE,Poaceae,Jordan,,,,,,,,
1247,yes,-22.72,,30.907485,35.702898,Poaceae,no,Charred grain,Islamic,aestivum/durum,Settlement,Triticum,500 - 1000 CE ; 1000 - 1500 CE,Poaceae,Jordan,,,,,,,,
1248,yes,-21.69,,30.907485,35.702898,Poaceae,no,Charred grain,Islamic,aestivum/durum,Settlement,Triticum,500 - 1000 CE ; 1000 - 1500 CE,Poaceae,Jordan,,,,,,,,
1249,yes,-22.23,,30.907485,35.702898,Poaceae,no,Charred grain,Islamic,durum,Settlement,Triticum ,500 - 1000 CE ; 1000 - 1500 CE,Poaceae,Jordan,,,,,,,,
1250,yes,-22.01,,30.907485,35.702898,Poaceae,no,Charred grain,Islamic,durum,Settlement,Triticum ,500 - 1000 CE ; 1000 - 1500 CE,Poaceae,Jordan,,,,,,,,
1251,yes,-21.94,,30.907485,35.702898,Poaceae,no,Charred grain,Islamic,durum,Settlement,Triticum ,500 - 1000 CE ; 1000 - 1500 CE,Poaceae,Jordan,,,,,,,,
1252,yes,-21.91,,30.907485,35.702898,Poaceae,no,Charred grain,Islamic,durum,Settlement,Triticum ,500 - 1000 CE ; 1000 - 1500 CE,Poaceae,Jordan,,,,,,,,
1253,yes,-21.8,,30.907485,35.702898,Poaceae,no,Charred grain,Islamic,durum,Settlement,Triticum ,500 - 1000 CE ; 1000 - 1500 CE,Poaceae,Jordan,,,,,,,,
1254,yes,-21.19,,30.907485,35.702898,Poaceae,no,Charred grain,Islamic,durum,Settlement,Triticum ,500 - 1000 CE ; 1000 - 1500 CE,Poaceae,Jordan,,,,,,,,
1255,yes,-22.54,,30.907485,35.702898,Fabaceae,no,Charred grain,Islamic,ervilia,Settlement,Vicia,500 - 1000 CE ; 1000 - 1500 CE,Fabaceae,Jordan,,,,,,,,
1256,yes,-22.17,,30.907485,35.702898,Fabaceae,no,Charred grain,Islamic,ervilia,Settlement,Vicia,500 - 1000 CE ; 1000 - 1500 CE,Fabaceae,Jordan,,,,,,,,
1257,yes,-22.13,,30.907485,35.702898,Fabaceae,no,Charred grain,Islamic,ervilia,Settlement,Vicia,500 - 1000 CE ; 1000 - 1500 CE,Fabaceae,Jordan,,,,,,,,
1258,yes,-21.93,,30.907485,35.702898,Fabaceae,no,Charred grain,Islamic,ervilia,Settlement,Vicia,500 - 1000 CE ; 1000 - 1500 CE,Fabaceae,Jordan,,,,,,,,
1259,yes,-21.72,,30.907485,35.702898,Fabaceae,no,Charred grain,Islamic,ervilia,Settlement,Vicia,500 - 1000 CE ; 1000 - 1500 CE,Fabaceae,Jordan,,,,,,,,
1260,yes,-21.47,,30.907485,35.702898,Fabaceae,no,Charred grain,Islamic,ervilia,Settlement,Vicia,500 - 1000 CE ; 1000 - 1500 CE,Fabaceae,Jordan,,,,,,,,
1261,yes,-23.33,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,vulgare,Settlement,Hordeum,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1262,yes,-23.47,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,vulgare,Settlement,Hordeum,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1263,yes,-23.59,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,vulgare,Settlement,Hordeum,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1264,yes,-23.74,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,vulgare,Settlement,Hordeum,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1265,yes,-20.77,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,vulgare,Settlement,Hordeum,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1266,yes,-21.22,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,vulgare,Settlement,Hordeum,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1267,yes,-21.6,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,vulgare,Settlement,Hordeum,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1268,yes,-21.96,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,vulgare,Settlement,Hordeum,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1269,yes,-22.69,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,vulgare,Settlement,Hordeum,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1270,yes,-22.71,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,vulgare,Settlement,Hordeum,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1271,yes,-23.09,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,vulgare,Settlement,Hordeum,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1272,yes,-23.21,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,vulgare,Settlement,Hordeum,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1273,yes,-23.38,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,vulgare,Settlement,Hordeum,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1274,yes,-22.86,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,vulgare,Settlement,Hordeum,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1275,yes,-23.39,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,vulgare,Settlement,Hordeum,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1276,yes,-23.96,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,vulgare,Settlement,Hordeum,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1277,yes,-22.34,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,vulgare,Settlement,Hordeum,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1278,yes,-22.59,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,vulgare,Settlement,Hordeum,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1279,yes,-23.33,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,vulgare,Settlement,Hordeum,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1280,yes,-23.22,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,vulgare,Settlement,Hordeum,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1281,yes,-24.18,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,vulgare,Settlement,Hordeum,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1282,yes,-21.75,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,vulgare,Settlement,Hordeum,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1283,yes,-21.97,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,vulgare,Settlement,Hordeum,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1284,yes,-22.34,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,vulgare,Settlement,Hordeum,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1285,yes,-22.45,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,vulgare,Settlement,Hordeum,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1286,yes,-22.68,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,vulgare,Settlement,Hordeum,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1287,yes,-22.77,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,vulgare,Settlement,Hordeum,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1288,yes,-22.81,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,vulgare,Settlement,Hordeum,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1289,yes,-22.94,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,vulgare,Settlement,Hordeum,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1290,yes,-23.17,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,vulgare,Settlement,Hordeum,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1291,yes,-23.17,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,vulgare,Settlement,Hordeum,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1292,yes,-23.22,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,vulgare,Settlement,Hordeum,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1293,yes,-22.47,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,dicoccum,Settlement,Triticum ,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1294,yes,-22.94,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,dicoccum,Settlement,Triticum ,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1295,yes,-23.57,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,dicoccum,Settlement,Triticum ,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1296,yes,-23.84,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,dicoccum,Settlement,Triticum ,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1297,yes,-23.02,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,dicoccum,Settlement,Triticum ,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1298,yes,-23.5,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,dicoccum,Settlement,Triticum ,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1299,yes,-23.5,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,dicoccum,Settlement,Triticum ,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1300,yes,-23.51,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,dicoccum,Settlement,Triticum ,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1301,yes,-23.89,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,dicoccum,Settlement,Triticum ,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1302,yes,-22.47,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,dicoccum,Settlement,Triticum ,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1303,yes,-23.37,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,dicoccum,Settlement,Triticum ,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1304,yes,-23.92,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,dicoccum,Settlement,Triticum ,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1305,yes,-24.23,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,dicoccum,Settlement,Triticum ,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1306,yes,-23.37,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,dicoccum,Settlement,Triticum ,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1307,yes,-23.72,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,dicoccum,Settlement,Triticum ,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1308,yes,-22.99,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,dicoccum,Settlement,Triticum ,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1309,yes,-21.92,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,monococcum/dicoccum,Settlement,Triticum,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1310,yes,-22.27,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,monococcum/dicoccum,Settlement,Triticum,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1311,yes,-22.34,,36.667179,41.058576,Poaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,monococcum/dicoccum,Settlement,Triticum,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Poaceae,Syria,,,,,,,,
1312,yes,-24.18,,36.667179,41.058576,Fabaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,culinaris,Settlement,Lens,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Fabaceae,Syria,,,,,,,,
1313,yes,-22.79,,36.667179,41.058576,Fabaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,culinaris,Settlement,Lens,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Fabaceae,Syria,,,,,,,,
1314,yes,-23.05,,36.667179,41.058576,Fabaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,culinaris,Settlement,Lens,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Fabaceae,Syria,,,,,,,,
1315,yes,-23.7,,36.667179,41.058576,Fabaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,culinaris,Settlement,Lens,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Fabaceae,Syria,,,,,,,,
1316,yes,-24.32,,36.667179,41.058576,Fabaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,culinaris,Settlement,Lens,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Fabaceae,Syria,,,,,,,,
1317,yes,-22.35,,36.667179,41.058576,Fabaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,culinaris,Settlement,Lens,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Fabaceae,Syria,,,,,,,,
1318,yes,-23.09,,36.667179,41.058576,Fabaceae,no,Charred grain,Uruk ; Post-Uruk ; Ninevite,culinaris,Settlement,Lens,4000 - 3500 BCE ; 3500 - 3000 BCE ; 3000 - 2500 BCE ; 2500 - 2000 BCE,Fabaceae,Syria,,,,,,,,
1319,yes,-23.86,,34.555076,36.518235,Poaceae,no,Charred grain,,vulgare,Settlement,Hordeum,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Syria,,,,,,,,
1320,yes,-23.5,,34.555076,36.518235,Poaceae,no,Charred grain,,vulgare,Settlement,Hordeum,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Syria,,,,,,,,
1321,yes,-23.51,,34.555076,36.518235,Poaceae,no,Charred grain,,vulgare,Settlement,Hordeum,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Syria,,,,,,,,
1322,yes,-23.41,,34.555076,36.518235,Poaceae,no,Charred grain,,vulgare,Settlement,Hordeum,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Syria,,,,,,,,
1323,yes,-23.22,,34.555076,36.518235,Poaceae,no,Charred grain,,vulgare,Settlement,Hordeum,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Syria,,,,,,,,
1324,yes,-23.06,,34.555076,36.518235,Poaceae,no,Charred grain,,vulgare,Settlement,Hordeum,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Syria,,,,,,,,
1325,yes,-23.16,,34.555076,36.518235,Poaceae,no,Charred grain,,vulgare,Settlement,Hordeum,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Syria,,,,,,,,
1326,yes,-23.0,,34.555076,36.518235,Poaceae,no,Charred grain,,vulgare,Settlement,Hordeum,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Syria,,,,,,,,
1327,yes,-22.94,,34.555076,36.518235,Poaceae,no,Charred grain,,vulgare,Settlement,Hordeum,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Syria,,,,,,,,
1328,yes,-22.84,,34.555076,36.518235,Poaceae,no,Charred grain,,vulgare,Settlement,Hordeum,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Syria,,,,,,,,
1329,yes,-22.61,,34.555076,36.518235,Poaceae,no,Charred grain,,vulgare,Settlement,Hordeum,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Syria,,,,,,,,
1330,yes,-22.55,,34.555076,36.518235,Poaceae,no,Charred grain,,vulgare,Settlement,Hordeum,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Syria,,,,,,,,
1331,yes,-22.53,,34.555076,36.518235,Poaceae,no,Charred grain,,vulgare,Settlement,Hordeum,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Syria,,,,,,,,
1332,yes,-22.58,,34.555076,36.518235,Poaceae,no,Charred grain,,vulgare,Settlement,Hordeum,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Syria,,,,,,,,
1333,yes,-22.49,,34.555076,36.518235,Poaceae,no,Charred grain,,vulgare,Settlement,Hordeum,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Syria,,,,,,,,
1334,yes,-22.28,,34.555076,36.518235,Poaceae,no,Charred grain,,vulgare,Settlement,Hordeum,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Syria,,,,,,,,
1335,yes,-22.08,,34.555076,36.518235,Poaceae,no,Charred grain,,vulgare,Settlement,Hordeum,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Syria,,,,,,,,
1336,yes,-23.1,,34.555076,36.518235,Poaceae,no,Charred grain,,dicoccum,Settlement,Triticum ,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Syria,,,,,,,,
1337,yes,-21.32,,34.555076,36.518235,Poaceae,no,Charred grain,,aestivum/durum,Settlement,Triticum,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Syria,,,,,,,,
1338,yes,-22.55,,34.555076,36.518235,Poaceae,no,Charred grain,,aestivum/durum,Settlement,Triticum,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Syria,,,,,,,,
1339,yes,-22.47,,34.555076,36.518235,Poaceae,no,Charred grain,,aestivum/durum,Settlement,Triticum,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Poaceae,Syria,,,,,,,,
1340,yes,-24.63,,34.555076,36.518235,Fabaceae,no,Charred grain,,culinaris,Settlement,Lens,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Fabaceae,Syria,,,,,,,,
1341,yes,-23.8,,34.555076,36.518235,Fabaceae,no,Charred grain,,culinaris,Settlement,Lens,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Fabaceae,Syria,,,,,,,,
1342,yes,-23.67,,34.555076,36.518235,Fabaceae,no,Charred grain,,culinaris,Settlement,Lens,2500 - 2000 BCE ; 2000 - 1500 BCE ; 1500 - 1000 BCE,Fabaceae,Syria,,,,,,,,
