IRMS_d13C_Collagen,d15N_Collagen,Latitude_N,Longitude_E,Chronological_Period_clean,Mediterranean_Basin
-23.88,3.78,37.759269,-1.559711,Middle_Late_Bronze_Age,Western_Med
-23.4,5.4,37.062972,22.420611,Late_Neolithic,Central_Med
-24.4,5.1,35.2994728,25.1616528,Early_Iron_Age,Eastern_Med
-23.6,1.8,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.6,2.3,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-24.75,0.6,38.6582027,23.1895369,Late_Neolithic,Eastern_Med
-24.7,0.5,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-21.6,7.5,42.542984,-2.580537,Late_Iron_Age,Western_Med
-22.9,2.25,38.285047,26.702271,Chalcolithic,Eastern_Med
-23.4,6.5,42.542984,-2.580537,Late_Iron_Age,Western_Med
-28.0,0.9,34.95,-5.54,Other,Western_Med
-23.0,2.3,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-24.1,3.0,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-22.88,6.0,37.759269,-1.559711,Middle_Late_Bronze_Age,Western_Med
-23.8,8.6,40.640317,22.935272,Middle_Late_Bronze_Age,Central_Med
-24.4,3.5,37.062972,22.420611,Late_Neolithic,Central_Med
-25.0,1.1,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-21.7,3.0,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.6,6.0,43.568094,3.903371,Late_Iron_Age,Western_Med
-22.8,2.5,40.640317,22.935272,Middle_Late_Bronze_Age,Central_Med
-24.5,2.7,37.062972,22.420611,Late_Neolithic,Central_Med
-23.69,4.15,37.15237,-1.894537,Middle_Late_Bronze_Age,Western_Med
-22.03,3.0,36.240491,36.382199,Middle_Late_Bronze_Age,Eastern_Med
-23.2,3.1,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-26.2,1.02,35.683333,35.833333,Other,Eastern_Med
-22.5,2.8,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.1,3.04,38.123229,27.147217,Chalcolithic,Eastern_Med
-23.6,5.6,36.667179,41.058576,Early_Bronze_Age,Eastern_Med
-25.9,12.5,29.24,-9.19,Other,Western_Med
-24.4,3.8,40.640317,22.935272,Middle_Late_Bronze_Age,Central_Med
-23.3,5.4,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-23.33,1.19,36.240491,36.382199,Middle_Late_Bronze_Age,Eastern_Med
-23.3,-0.2,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-24.5,4.8,40.640317,22.935272,Middle_Late_Bronze_Age,Central_Med
-23.06,4.05,36.240491,36.382199,Middle_Late_Bronze_Age,Eastern_Med
-23.8,0.1,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-23.14,-0.3,38.6582027,23.1895369,Late_Neolithic,Eastern_Med
-22.0,2.4,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-23.9,3.5,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-23.9,-1.3,37.062972,22.420611,Late_Neolithic,Central_Med
-24.4,3.4,35.2994728,25.1616528,Early_Iron_Age,Eastern_Med
-22.8,3.3,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-22.53,3.32,38.285047,26.702271,Chalcolithic,Eastern_Med
-22.9,4.6,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-22.9,0.8,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.95,-3.3,38.6582027,23.1895369,Late_Neolithic,Eastern_Med
-20.59,5.14,38.285047,26.702271,Chalcolithic,Eastern_Med
-23.45,-0.06,35.083333,38.916667,Other,Eastern_Med
-23.6,6.4,36.667179,41.058576,Early_Bronze_Age,Eastern_Med
-21.85,2.25,37.759269,-1.559711,Middle_Late_Bronze_Age,Western_Med
-24.3,1.4,40.640317,22.935272,Middle_Late_Bronze_Age,Central_Med
-24.0,-0.9,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-22.1,3.1,41.496667,13.489629,Early_Bronze_Age,Central_Med
-23.72,5.38,37.759269,-1.559711,Middle_Late_Bronze_Age,Western_Med
-22.52,5.98,36.240491,36.382199,Middle_Late_Bronze_Age,Eastern_Med
-23.5,0.6,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-21.5,0.3,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-22.7,4.7,29.35,-9.43,Other,Western_Med
-23.6,7.1,36.667179,41.058576,Early_Bronze_Age,Eastern_Med
-23.3,4.1,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.0,0.8,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-24.63,1.1,34.735833,36.716667,Other,Eastern_Med
-23.06,5.29,35.2994728,25.1616528,Late_Neolithic,Eastern_Med
-24.0,4.8,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-23.5,4.0,34.990897,32.905029,Neolithic,Eastern_Med
-22.8,3.14,38.123229,27.147217,Chalcolithic,Eastern_Med
-24.8,2.3,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-24.27,0.49,35.020619,33.243407,Other,Eastern_Med
-24.4,1.5,41.496667,13.489629,Early_Bronze_Age,Central_Med
-22.7,2.8,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-24.01,8.2,37.759269,-1.559711,Middle_Late_Bronze_Age,Western_Med
-24.39,6.6,38.6582027,23.1895369,Late_Neolithic,Eastern_Med
-22.2,8.4,37.611667,14.226111,Middle_Late_Bronze_Age,Central_Med
-23.37,2.81,38.285047,26.702271,Chalcolithic,Eastern_Med
-23.9,5.7,36.667179,41.058576,Early_Bronze_Age,Eastern_Med
-10.7,7.7,40.640317,22.935272,Middle_Late_Bronze_Age,Central_Med
-23.8,3.4,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-24.2,1.4,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.21,4.76,36.240491,36.382199,Middle_Late_Bronze_Age,Eastern_Med
-22.6,7.0,42.542984,-2.580537,Late_Iron_Age,Western_Med
-23.8,0.9,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.8,4.7,36.667179,41.058576,Early_Bronze_Age,Eastern_Med
-22.8,1.9,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-24.3,1.7,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-24.38,5.2,38.6582027,23.1895369,Late_Neolithic,Eastern_Med
-22.8,0.5,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-22.9,2.3,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-22.6,9.8,36.667179,41.058576,Early_Bronze_Age,Eastern_Med
-22.87,2.56,38.285047,26.702271,Chalcolithic,Eastern_Med
-23.72,1.81,35.2994728,25.1616528,Late_Neolithic,Eastern_Med
-23.4,2.9,41.496667,13.489629,Early_Bronze_Age,Central_Med
-23.91,3.12,38.285047,26.702271,Chalcolithic,Eastern_Med
-24.0,2.6,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-10.5,4.8,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-23.9,0.9,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-22.8,4.4,43.568097,3.903374,Late_Iron_Age,Western_Med
-22.5,4.3,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-24.3,1.8,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.9,8.4,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-25.11,-3.5,38.6582027,23.1895369,Late_Neolithic,Eastern_Med
-23.56,2.37,38.285047,26.702271,Chalcolithic,Eastern_Med
-25.4,14.4,29.24,-9.19,Other,Western_Med
-23.0,2.6,40.640317,22.935272,Middle_Late_Bronze_Age,Central_Med
-24.25,1.35,36.240491,36.382199,Middle_Late_Bronze_Age,Eastern_Med
-26.3,14.0,29.24,-9.19,Other,Western_Med
0.64,0.08,35.29848,25.159555,Early_Iron_Age,Eastern_Med
-24.4,0.8,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.53,6.34,37.15237,-1.894537,Middle_Late_Bronze_Age,Western_Med
-22.96,4.37,38.285047,26.702271,Chalcolithic,Eastern_Med
-23.4,2.4,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-24.6,2.2,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.9,0.2,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-24.0,1.4,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-26.08,-3.1,38.6582027,23.1895369,Late_Neolithic,Eastern_Med
-23.7,4.1,43.568079,3.903356,Late_Iron_Age,Western_Med
-25.0,4.1,42.542984,-2.580537,Late_Iron_Age,Western_Med
-23.43,4.8,35.2994728,25.1616528,Late_Neolithic,Eastern_Med
-22.77,1.28,38.285047,26.702271,Chalcolithic,Eastern_Med
-21.7,2.4,35.2994728,25.1616528,Early_Iron_Age,Eastern_Med
-23.3,1.5,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-23.04,4.58,35.798885,36.798413,Early_Bronze_Age,Eastern_Med
-23.32,2.55,37.759269,-1.559711,Middle_Late_Bronze_Age,Western_Med
-23.6,1.9,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-23.0,3.3,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-22.81,4.64,38.285047,26.702271,Chalcolithic,Eastern_Med
-22.5,4.2,43.894131,5.114862,Late_Neolithic,Western_Med
-22.71,5.58,36.240491,36.382199,Middle_Late_Bronze_Age,Eastern_Med
-24.3,0.1,37.062972,22.420611,Late_Neolithic,Central_Med
-22.6,6.6,40.640317,22.935272,Middle_Late_Bronze_Age,Central_Med
-23.9,2.7,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-21.74,4.58,37.15237,-1.894537,Middle_Late_Bronze_Age,Western_Med
-24.1,0.5,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.9,4.6,40.640317,22.935272,Middle_Late_Bronze_Age,Central_Med
-24.89,0.25,34.98031,33.202905,Other,Eastern_Med
-23.1,3.1,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-25.5,-0.6,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.0,3.0,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-24.1,4.8,40.640317,22.935272,Middle_Late_Bronze_Age,Central_Med
-27.6,14.0,29.24,-9.19,Other,Western_Med
-24.6,2.9,40.640317,22.935272,Middle_Late_Bronze_Age,Central_Med
-24.4,2.5,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.5,0.07,35.580556,35.816667,Other,Eastern_Med
-21.9,2.9,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.7,6.0,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.35,0.6,38.6582027,23.1895369,Late_Neolithic,Eastern_Med
-25.2,7.2,40.640317,22.935272,Middle_Late_Bronze_Age,Central_Med
-23.2,4.9,43.568088,3.903365,Late_Iron_Age,Western_Med
-23.55,-0.29,35.033333,35.9,Other,Eastern_Med
-26.0,1.0,44.413343,9.162563,Chalcolithic,Western_Med
-21.8,5.6,37.759269,-1.559711,Middle_Late_Bronze_Age,Western_Med
-23.9,3.4,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-22.85,3.84,38.285047,26.702271,Chalcolithic,Eastern_Med
-21.93,1.02,38.285047,26.702271,Chalcolithic,Eastern_Med
-23.8,3.6,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-26.3,15.4,29.24,-9.19,Other,Western_Med
0.64,0.08,35.29848,25.159555,Early_Iron_Age,Eastern_Med
-26.6,13.2,29.24,-9.19,Other,Western_Med
-24.9,6.5,40.640317,22.935272,Middle_Late_Bronze_Age,Central_Med
-23.01,6.79,37.759269,-1.559711,Middle_Late_Bronze_Age,Western_Med
-24.6,2.3,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.4,7.6,43.568072,3.903349,Late_Iron_Age,Western_Med
-22.4,7.5,42.542984,-2.580537,Late_Iron_Age,Western_Med
-22.99,3.35,38.285047,26.702271,Chalcolithic,Eastern_Med
-22.3,1.2,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.87,3.35,37.759269,-1.559711,Middle_Late_Bronze_Age,Western_Med
-22.1,5.6,42.542984,-2.580537,Late_Iron_Age,Western_Med
-23.6,2.8,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-23.9,5.7,40.640317,22.935272,Middle_Late_Bronze_Age,Central_Med
-23.8,7.9,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-24.39,1.11,38.285047,26.702271,Chalcolithic,Eastern_Med
-23.1,0.6,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-24.3,-0.4,37.062972,22.420611,Late_Neolithic,Central_Med
-23.47,0.45,38.285047,26.702271,Chalcolithic,Eastern_Med
-23.03,3.2,38.6582027,23.1895369,Late_Neolithic,Eastern_Med
-23.38,4.79,35.2994728,25.1616528,Late_Neolithic,Eastern_Med
-20.61,8.68,37.759269,-1.559711,Middle_Late_Bronze_Age,Western_Med
-21.17,5.75,37.759269,-1.559711,Middle_Late_Bronze_Age,Western_Med
-22.5,5.8,37.062972,22.420611,Late_Neolithic,Central_Med
-26.7,0.4,34.94,-5.58,Other,Western_Med
-22.9,2.9,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-10.6,8.3,40.640317,22.935272,Middle_Late_Bronze_Age,Central_Med
-23.0,5.9,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-23.9,2.7,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-25.06,5.26,35.2994728,25.1616528,Late_Neolithic,Eastern_Med
-24.4,3.0,38.6582027,23.1895369,Late_Neolithic,Eastern_Med
-23.0,3.0,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.9,1.5,44.413343,9.162563,Chalcolithic,Western_Med
-24.7,-4.2,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-30.1,-0.6,,,Other,unknown
-23.8,2.6,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-24.1,2.8,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-21.46,3.26,37.759269,-1.559711,Middle_Late_Bronze_Age,Western_Med
-23.76,4.24,35.2994728,25.1616528,Late_Neolithic,Eastern_Med
-22.6,1.4,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-24.7,4.9,40.640317,22.935272,Middle_Late_Bronze_Age,Central_Med
-22.4,0.95,38.285047,26.702271,Chalcolithic,Eastern_Med
-22.0,8.5,42.542984,-2.580537,Late_Iron_Age,Western_Med
-24.95,0.2,38.6582027,23.1895369,Late_Neolithic,Eastern_Med
-25.89,-3.1,38.6582027,23.1895369,Late_Neolithic,Eastern_Med
-25.6,-0.5,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-26.7,-1.7,35.294444,36.791667,Other,Eastern_Med
-23.01,6.59,37.759269,-1.559711,Middle_Late_Bronze_Age,Western_Med
-23.0,1.6,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-22.3,2.0,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.0,2.2,41.496667,13.489629,Early_Bronze_Age,Central_Med
-22.6,2.1,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-23.0,4.5,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.23,2.05,36.240491,36.382199,Middle_Late_Bronze_Age,Eastern_Med
-23.55,0.96,38.285047,26.702271,Chalcolithic,Eastern_Med
-20.93,0.94,38.285047,26.702271,Chalcolithic,Eastern_Med
-23.21,6.94,37.15237,-1.894537,Middle_Late_Bronze_Age,Western_Med
-23.2,4.6,36.667179,41.058576,Early_Bronze_Age,Eastern_Med
-22.3,1.1,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-22.21,4.77,37.759269,-1.559711,Middle_Late_Bronze_Age,Western_Med
-23.49,-2.5,38.6582027,23.1895369,Late_Neolithic,Eastern_Med
-22.51,0.05,38.285047,26.702271,Chalcolithic,Eastern_Med
-24.4,0.8,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.4,10.6,29.38,-9.43,Other,Western_Med
-22.4,3.4,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-23.1,2.5,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.41,-0.03,35.031944,35.913889,Other,Eastern_Med
-21.87,1.26,38.285047,26.702271,Chalcolithic,Eastern_Med
-23.53,0.54,38.285047,26.702271,Chalcolithic,Eastern_Med
-23.3,1.9,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-25.99,1.8,38.6582027,23.1895369,Late_Neolithic,Eastern_Med
-23.3,3.1,40.640317,22.935272,Middle_Late_Bronze_Age,Central_Med
-22.0,3.7,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-22.71,2.98,38.123229,27.147217,Chalcolithic,Eastern_Med
-24.6,4.5,40.640317,22.935272,Middle_Late_Bronze_Age,Central_Med
-24.8,-0.6,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.9,1.3,41.496667,13.489629,Early_Bronze_Age,Central_Med
-24.2,4.2,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.1,2.2,41.496667,13.489629,Early_Bronze_Age,Central_Med
-22.3,4.0,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-24.1,1.6,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-22.6,4.79,37.759269,-1.559711,Middle_Late_Bronze_Age,Western_Med
-23.7,-0.6,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-22.1,2.7,43.564007,6.232571,Other,Western_Med
-22.7,4.1,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-23.4,-0.2,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-24.33,2.58,36.240491,36.382199,Middle_Late_Bronze_Age,Eastern_Med
-22.0,2.9,43.632983,3.897505,Chalcolithic,Western_Med
-23.71,4.71,36.240491,36.382199,Middle_Late_Bronze_Age,Eastern_Med
-22.6,0.7,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-23.35,6.9,35.2994728,25.1616528,Late_Neolithic,Eastern_Med
-23.1,4.9,43.38296,5.164636,Late_Neolithic,Western_Med
-10.3,4.9,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-25.4,1.5,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-25.9,1.5,44.413343,9.162563,Chalcolithic,Western_Med
-23.7,4.6,40.640317,22.935272,Middle_Late_Bronze_Age,Central_Med
-24.32,2.77,35.2994728,25.1616528,Late_Neolithic,Eastern_Med
-23.12,2.52,38.285047,26.702271,Chalcolithic,Eastern_Med
-23.2,3.0,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-24.2,6.0,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-22.3,2.4,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-25.64,1.6,40.418422,22.591694,Late_Neolithic,Central_Med
-25.3,0.8,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.4,0.9,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.2,3.1,41.496667,13.489629,Early_Bronze_Age,Central_Med
-23.84,5.6,38.6582027,23.1895369,Late_Neolithic,Eastern_Med
-24.7,2.5,38.6582027,23.1895369,Late_Neolithic,Eastern_Med
-23.91,3.28,38.123229,27.147217,Chalcolithic,Eastern_Med
-26.66,0.06,35.683333,35.833333,Other,Eastern_Med
-23.6,2.1,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-22.25,2.81,38.285047,26.702271,Chalcolithic,Eastern_Med
-23.87,0.24,38.285047,26.702271,Chalcolithic,Eastern_Med
-23.4,0.0,41.8857261,12.7156425,Late_Iron_Age,Central_Med
0.63,0.08,35.29848,25.159555,Early_Iron_Age,Eastern_Med
-20.08,1.09,38.285047,26.702271,Chalcolithic,Eastern_Med
-23.5,-0.6,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-22.64,5.18,37.759269,-1.559711,Middle_Late_Bronze_Age,Western_Med
-22.0,0.4,38.6582027,23.1895369,Late_Neolithic,Eastern_Med
-23.3,2.4,43.56808,3.903357,Late_Iron_Age,Western_Med
-22.98,1.09,38.285047,26.702271,Chalcolithic,Eastern_Med
-24.11,3.31,35.2994728,25.1616528,Neolithic,Eastern_Med
-23.5,1.2,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.96,-0.81,32.625,36.225,Other,Eastern_Med
-22.96,4.42,35.2994728,25.1616528,Late_Neolithic,Eastern_Med
-20.58,8.8,37.759269,-1.559711,Middle_Late_Bronze_Age,Western_Med
-22.9,-0.2,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-25.1,1.4,41.496667,13.489629,Early_Bronze_Age,Central_Med
-24.0,3.1,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-24.72,5.6,38.6582027,23.1895369,Late_Neolithic,Eastern_Med
-24.1,4.8,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-23.49,2.83,36.240491,36.382199,Middle_Late_Bronze_Age,Eastern_Med
-22.2,4.1,36.667179,41.058576,Early_Bronze_Age,Eastern_Med
-23.31,3.6,38.123229,27.147217,Chalcolithic,Eastern_Med
-23.78,0.09,34.601389,37.101944,Other,Eastern_Med
-23.2,4.7,43.568084,3.903361,Late_Iron_Age,Western_Med
-23.03,5.15,37.759269,-1.559711,Middle_Late_Bronze_Age,Western_Med
-22.36,5.85,37.759269,-1.559711,Middle_Late_Bronze_Age,Western_Med
-22.97,2.48,38.285047,26.702271,Chalcolithic,Eastern_Med
-22.9,2.5,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.9,0.0,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-24.05,4.6,38.6582027,23.1895369,Late_Neolithic,Eastern_Med
-22.75,-2.8,38.6582027,23.1895369,Late_Neolithic,Eastern_Med
-24.3,1.0,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.3,4.5,36.667179,41.058576,Early_Bronze_Age,Eastern_Med
-22.8,3.6,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-24.2,5.4,35.2994728,25.1616528,Early_Iron_Age,Eastern_Med
-22.64,4.89,35.798885,36.798413,Early_Bronze_Age,Eastern_Med
-23.61,6.89,36.240491,36.382199,Middle_Late_Bronze_Age,Eastern_Med
-21.5,3.07,37.759269,-1.559711,Middle_Late_Bronze_Age,Western_Med
-24.9,-0.3,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-22.8,5.17,35.798885,36.798413,Early_Bronze_Age,Eastern_Med
-25.1,7.5,40.640317,22.935272,Middle_Late_Bronze_Age,Central_Med
-22.6,3.18,35.026881,33.250078,Other,Eastern_Med
-23.8,3.7,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-23.06,3.5,38.123229,27.147217,Chalcolithic,Eastern_Med
-23.4,3.3,41.496667,13.489629,Early_Bronze_Age,Central_Med
-22.4,1.0,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-23.38,6.93,37.759269,-1.559711,Middle_Late_Bronze_Age,Western_Med
-22.5,2.7,36.667179,41.058576,Early_Bronze_Age,Eastern_Med
-21.7,6.4,43.446908,5.685143,Chalcolithic,Western_Med
-23.85,0.74,34.979914,33.202758,Other,Eastern_Med
-22.8,0.1,34.990897,32.905029,Neolithic,Eastern_Med
-24.01,3.59,38.285047,26.702271,Chalcolithic,Eastern_Med
-23.5,5.8,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-22.82,3.11,38.285047,26.702271,Chalcolithic,Eastern_Med
-21.8,3.6,40.706147,22.541419,Middle_Late_Bronze_Age,Central_Med
-22.9,-1.3,37.062972,22.420611,Late_Neolithic,Central_Med
-21.48,2.54,37.15237,-1.894537,Middle_Late_Bronze_Age,Western_Med
-23.3,-0.3,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-22.8,1.0,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-21.52,6.68,37.759269,-1.559711,Middle_Late_Bronze_Age,Western_Med
-23.62,6.02,37.759269,-1.559711,Middle_Late_Bronze_Age,Western_Med
-25.4,1.6,44.413343,9.162563,Chalcolithic,Western_Med
-23.7,0.1,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-21.3,0.5,41.8857261,12.7156425,Late_Iron_Age,Central_Med
-22.76,2.91,38.285047,26.702271,Chalcolithic,Eastern_Med
