Entry_ID,Archaeological_Site,IRMS_d13C_Collagen,d15N_Collagen,Latitude_N,Longitude_E,General_Category_or_Family,Sampled_Element,Cultural_Horizon,Species,Genus,Absolute_Chronology,Modern_Country,Mediterranean_Basin,Fecha_Min_BP_corr,Fecha_Max_BP_corr,Chronological_Period_corr,Chronological_Period_clean,Cereal
178,La Bastida,-23.72,5.38,37.759269,-1.559711,Poaceae,Seed,El Algar,vulgare,Hordeum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
179,La Bastida,-21.42,7.93,37.759269,-1.559711,Poaceae,Seed,El Algar,vulgare,Hordeum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
180,La Bastida,-20.44,5.08,37.759269,-1.559711,Poaceae,Seed,El Algar,vulgare,Hordeum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
181,La Bastida,-20.72,7.64,37.759269,-1.559711,Poaceae,Seed,El Algar,vulgare,Hordeum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
182,La Bastida,-22.65,3.77,37.759269,-1.559711,Poaceae,Seed,El Algar,vulgare,Hordeum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
183,La Bastida,-23.36,6.31,37.759269,-1.559711,Poaceae,Seed,El Algar,vulgare,Hordeum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
184,La Bastida,-21.8,5.6,37.759269,-1.559711,Poaceae,Seed,El Algar,vulgare,Hordeum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
185,La Bastida,-22.49,6.94,37.759269,-1.559711,Poaceae,Seed,El Algar,vulgare,Hordeum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
186,La Bastida,-22.36,5.85,37.759269,-1.559711,Poaceae,Seed,El Algar,vulgare,Hordeum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
187,La Bastida,-22.04,5.68,37.759269,-1.559711,Poaceae,Seed,El Algar,vulgare,Hordeum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
188,La Bastida,-23.01,6.59,37.759269,-1.559711,Poaceae,Seed,El Algar,vulgare,Hordeum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
189,La Bastida,-22.64,5.18,37.759269,-1.559711,Poaceae,Seed,El Algar,vulgare,Hordeum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
190,La Bastida,-22.3,6.43,37.759269,-1.559711,Poaceae,Seed,El Algar,vulgare,Hordeum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
191,La Bastida,-22.46,4.79,37.759269,-1.559711,Poaceae,Seed,El Algar,vulgare,Hordeum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
192,La Bastida,-23.26,6.19,37.759269,-1.559711,Poaceae,Seed,El Algar,vulgare,Hordeum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
193,La Bastida,-23.35,6.08,37.759269,-1.559711,Poaceae,Seed,El Algar,vulgare,Hordeum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
194,La Bastida,-23.66,3.98,37.759269,-1.559711,Poaceae,Seed,El Algar,vulgare,Hordeum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
195,La Bastida,-23.03,5.15,37.759269,-1.559711,Poaceae,Seed,El Algar,vulgare,Hordeum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
196,La Bastida,-22.41,5.68,37.759269,-1.559711,Poaceae,Seed,El Algar,vulgare,Hordeum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
197,La Bastida,-20.87,7.98,37.759269,-1.559711,Poaceae,Seed,El Algar,vulgare,Hordeum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
198,La Bastida,-21.04,8.07,37.759269,-1.559711,Poaceae,Seed,El Algar,vulgare,Hordeum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
199,La Bastida,-24.7,6.32,37.759269,-1.559711,Poaceae,Seed,El Algar,vulgare,Hordeum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
200,La Bastida,-21.93,6.01,37.759269,-1.559711,Poaceae,Seed,El Algar,aestivum/durum,Triticum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
201,La Bastida,-22.04,4.52,37.759269,-1.559711,Poaceae,Seed,El Algar,aestivum/durum,Triticum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
202,La Bastida,-22.36,6.14,37.759269,-1.559711,Poaceae,Seed,El Algar,aestivum/durum,Triticum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
203,La Bastida,-22.86,4.11,37.759269,-1.559711,Poaceae,Seed,El Algar,aestivum/durum,Triticum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
204,La Bastida,-23.16,8.85,37.759269,-1.559711,Poaceae,Seed,El Algar,aestivum/durum,Triticum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
205,La Bastida,-22.78,4.01,37.759269,-1.559711,Poaceae,Seed,El Algar,aestivum/durum,Triticum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
206,La Bastida,-23.05,4.4,37.759269,-1.559711,Poaceae,Seed,El Algar,aestivum/durum,Triticum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
207,La Bastida,-20.54,6.44,37.759269,-1.559711,Poaceae,Seed,El Algar,aestivum/durum,Triticum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
208,La Bastida,-22.66,3.76,37.759269,-1.559711,Poaceae,Seed,El Algar,aestivum/durum,Triticum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
209,La Bastida,-22.24,5.75,37.759269,-1.559711,Poaceae,Seed,El Algar,aestivum/durum,Triticum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
210,La Bastida,-21.17,5.75,37.759269,-1.559711,Poaceae,Seed,El Algar,aestivum/durum,Triticum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
211,La Bastida,-21.7,6.59,37.759269,-1.559711,Poaceae,Seed,El Algar,aestivum/durum,Triticum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
212,La Bastida,-20.56,4.83,37.759269,-1.559711,Poaceae,Seed,El Algar,aestivum/durum,Triticum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
213,La Bastida,-21.5,3.07,37.759269,-1.559711,Poaceae,Seed,El Algar,aestivum/durum,Triticum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
214,La Bastida,-21.49,4.14,37.759269,-1.559711,Poaceae,Seed,El Algar,aestivum/durum,Triticum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
215,La Bastida,-21.46,3.26,37.759269,-1.559711,Poaceae,Seed,El Algar,aestivum/durum,Triticum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
216,La Bastida,-20.58,8.8,37.759269,-1.559711,Poaceae,Seed,El Algar,aestivum/durum,Triticum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
217,La Bastida,-22.67,4.42,37.759269,-1.559711,Poaceae,Seed,El Algar,aestivum/durum,Triticum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
218,La Bastida,-21.52,6.68,37.759269,-1.559711,Poaceae,Seed,El Algar,aestivum/durum,Triticum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
219,La Bastida,-22.88,6.0,37.759269,-1.559711,Poaceae,Seed,El Algar,aestivum/durum,Triticum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
220,La Bastida,-20.06,6.74,37.759269,-1.559711,Poaceae,Seed,El Algar,aestivum/durum,Triticum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
221,La Bastida,-22.52,2.93,37.759269,-1.559711,Poaceae,Seed,El Algar,aestivum/durum,Triticum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
222,Gatas,-23.96,5.92,37.15237,-1.894537,Poaceae,Seed,El Algar,vulgare,Hordeum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
223,Gatas,-20.93,2.08,37.15237,-1.894537,Poaceae,Seed,El Algar,vulgare,Hordeum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
224,Gatas,-24.34,6.58,37.15237,-1.894537,Poaceae,Seed,El Algar,vulgare,Hordeum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
225,Gatas,-23.53,6.34,37.15237,-1.894537,Poaceae,Seed,El Algar,vulgare,Hordeum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
226,Gatas,-21.3,8.15,37.15237,-1.894537,Poaceae,Seed,El Algar,vulgare,Hordeum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
227,Gatas,-23.89,6.77,37.15237,-1.894537,Poaceae,Seed,El Algar,vulgare,Hordeum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
228,Gatas,-21.74,7.17,37.15237,-1.894537,Poaceae,Seed,El Algar,vulgare,Hordeum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
229,Gatas,-21.51,4.43,37.15237,-1.894537,Poaceae,Seed,El Algar,vulgare,Hordeum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
230,Gatas,-23.21,6.94,37.15237,-1.894537,Poaceae,Seed,El Algar,vulgare,Hordeum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
231,Gatas,-22.36,5.09,37.15237,-1.894537,Poaceae,Seed,El Algar,vulgare,Hordeum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
232,Gatas,-20.92,4.54,37.15237,-1.894537,Poaceae,Seed,El Algar,aestivum/durum,Triticum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
233,Gatas,-21.74,4.58,37.15237,-1.894537,Poaceae,Seed,El Algar,aestivum/durum,Triticum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
234,Gatas,-21.48,2.54,37.15237,-1.894537,Poaceae,Seed,El Algar,aestivum/durum,Triticum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
235,Gatas,-23.69,4.15,37.15237,-1.894537,Poaceae,Seed,El Algar,aestivum/durum,Triticum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
236,Gatas,-22.69,4.78,37.15237,-1.894537,Poaceae,Seed,El Algar,aestivum/durum,Triticum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
237,Gatas,-21.0,4.94,37.15237,-1.894537,Poaceae,Seed,El Algar,aestivum/durum,Triticum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
238,Gatas,-23.82,3.98,37.15237,-1.894537,Poaceae,Seed,El Algar,aestivum/durum,Triticum,2000 - 1500 BCE,Spain,Western_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
390,Archontiko,-24.3,7.2,40.706147,22.541419,Linaceae,Seed,Early Bronze Age,usitatissimum,Linum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,other
391,Archontiko,-23.3,2.0,40.706147,22.541419,Poaceae,Seed,Early Bronze Age,durum,Triticum ,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
392,Archontiko,-23.4,1.9,40.706147,22.541419,Poaceae,Seed,Early Bronze Age,durum,Triticum ,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
393,Archontiko,-23.3,2.1,40.706147,22.541419,Poaceae,Seed,Early Bronze Age,durum,Triticum ,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
394,Archontiko,-23.8,2.1,40.706147,22.541419,Poaceae,Seed,Early Bronze Age,durum,Triticum ,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
395,Archontiko,-23.9,1.7,40.706147,22.541419,Poaceae,Seed,Early Bronze Age,durum,Triticum ,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
396,Archontiko,-22.9,6.9,40.706147,22.541419,Poaceae,Seed,Early Bronze Age,vulgare,Hordeum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
397,Archontiko,-21.8,4.5,40.706147,22.541419,Poaceae,Seed,Early Bronze Age,dicoccum,Triticum ,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
398,Archontiko,-22.6,3.8,40.706147,22.541419,Poaceae,Seed,Early Bronze Age,dicoccum,Triticum ,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
399,Archontiko,-22.2,3.4,40.706147,22.541419,Poaceae,Seed,Early Bronze Age,monococcum,Triticum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
400,Archontiko,-23.9,2.3,40.706147,22.541419,Poaceae,Seed,Early Bronze Age,monococcum,Triticum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
401,Archontiko,-23.5,5.8,40.706147,22.541419,Poaceae,Seed,Early Bronze Age,vulgare,Hordeum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
402,Archontiko,-23.0,5.9,40.706147,22.541419,Poaceae,Seed,Early Bronze Age,vulgare,Hordeum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
403,Archontiko,-23.3,5.4,40.706147,22.541419,Poaceae,Seed,Early Bronze Age,vulgare,Hordeum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
404,Archontiko,-23.3,2.0,40.706147,22.541419,Poaceae,Seed,Early Bronze Age,vulgare,Hordeum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
405,Archontiko,-23.1,5.9,40.706147,22.541419,Poaceae,Seed,Early Bronze Age,vulgare,Hordeum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
406,Archontiko,-22.3,3.8,40.706147,22.541419,Poaceae,Seed,Early Bronze Age,vulgare,Hordeum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
407,Archontiko,-23.1,5.4,40.706147,22.541419,Poaceae,Seed,Early Bronze Age,vulgare,Hordeum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
408,Archontiko,-22.1,4.0,40.706147,22.541419,Poaceae,Seed,Early Bronze Age,vulgare,Hordeum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
409,Archontiko,-22.0,3.5,40.706147,22.541419,Poaceae,Seed,Early Bronze Age,vulgare,Hordeum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
410,Archontiko,-24.2,2.5,40.706147,22.541419,Poaceae,Seed,Early Bronze Age,vulgare,Hordeum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,barley
411,Archontiko,-21.8,3.6,40.706147,22.541419,Poaceae,Seed,Early Bronze Age,spelta,Triticum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
412,Archontiko,-22.4,1.9,40.706147,22.541419,Poaceae,Seed,Late Bronze Age,spelta,Triticum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
413,Archontiko,-22.9,1.5,40.706147,22.541419,Poaceae,Seed,Late Bronze Age,spelta,Triticum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
414,Archontiko,-23.0,0.6,40.706147,22.541419,Poaceae,Seed,Late Bronze Age,spelta,Triticum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
415,Archontiko,-23.3,1.8,40.706147,22.541419,Poaceae,Seed,Late Bronze Age,spelta,Triticum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
416,Archontiko,-23.5,2.1,40.706147,22.541419,Poaceae,Seed,Late Bronze Age,spelta,Triticum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
417,Archontiko,-22.7,2.6,40.706147,22.541419,Poaceae,Seed,Late Bronze Age,spelta,Triticum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
418,Archontiko,-23.2,1.8,40.706147,22.541419,Poaceae,Seed,Late Bronze Age,spelta,Triticum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
419,Archontiko,-23.6,2.1,40.706147,22.541419,Poaceae,Seed,Late Bronze Age,spelta,Triticum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
420,Archontiko,-23.2,3.0,40.706147,22.541419,Poaceae,Seed,Late Bronze Age,spelta,Triticum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
421,Archontiko,-23.4,2.5,40.706147,22.541419,Poaceae,Seed,Late Bronze Age,spelta,Triticum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
422,Archontiko,-22.3,3.3,40.706147,22.541419,Poaceae,Seed,Late Bronze Age,spelta,Triticum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
423,Archontiko,-23.6,2.3,40.706147,22.541419,Poaceae,Seed,Late Bronze Age,spelta,Triticum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
424,Archontiko,-22.7,1.9,40.706147,22.541419,Poaceae,Seed,Late Bronze Age,spelta,Triticum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
425,Archontiko,-23.7,3.3,40.706147,22.541419,Poaceae,Seed,Late Bronze Age,monococcum,Triticum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
426,Archontiko,-22.0,3.7,40.706147,22.541419,Poaceae,Seed,Late Bronze Age,monococcum,Triticum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
427,Archontiko,-23.2,2.0,40.706147,22.541419,Poaceae,Seed,Late Bronze Age,monococcum,Triticum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
428,Archontiko,-22.9,1.2,40.706147,22.541419,Poaceae,Seed,Late Bronze Age,monococcum,Triticum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
429,Archontiko,-24.0,3.9,40.706147,22.541419,Poaceae,Seed,Late Bronze Age,monococcum,Triticum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
430,Archontiko,-22.0,2.4,40.706147,22.541419,Poaceae,Seed,Late Bronze Age,monococcum,Triticum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
431,Archontiko,-22.9,2.2,40.706147,22.541419,Poaceae,Seed,Late Bronze Age,monococcum,Triticum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
432,Archontiko,-23.1,2.5,40.706147,22.541419,Poaceae,Seed,Late Bronze Age,monococcum,Triticum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
433,Archontiko,-22.9,3.7,40.706147,22.541419,Poaceae,Seed,Late Bronze Age,monococcum,Triticum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
434,Archontiko,-22.7,2.4,40.706147,22.541419,Poaceae,Seed,Late Bronze Age,monococcum,Triticum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
435,Archontiko,-24.1,4.1,40.706147,22.541419,Poaceae,Seed,Late Bronze Age,monococcum,Triticum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
436,Archontiko,-22.7,2.5,40.706147,22.541419,Poaceae,Seed,Late Bronze Age,monococcum,Triticum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
437,Archontiko,-22.7,3.0,40.706147,22.541419,Poaceae,Seed,Late Bronze Age,monococcum,Triticum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
438,Archontiko,-24.0,4.8,40.706147,22.541419,Poaceae,Seed,Late Bronze Age,monococcum,Triticum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
439,Archontiko,-22.6,0.7,40.706147,22.541419,Poaceae,Seed,Late Bronze Age,monococcum,Triticum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
440,Archontiko,-23.2,2.7,40.706147,22.541419,Poaceae,Seed,Late Bronze Age,monococcum,Triticum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
441,Archontiko,-24.4,3.6,40.706147,22.541419,Poaceae,Seed,Late Bronze Age,monococcum,Triticum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
442,Archontiko,-23.0,2.5,40.706147,22.541419,Poaceae,Seed,Late Bronze Age,monococcum,Triticum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
443,Archontiko,-22.7,4.1,40.706147,22.541419,Poaceae,Seed,Late Bronze Age,monococcum,Triticum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
444,Archontiko,-23.0,2.5,40.706147,22.541419,Poaceae,Seed,Late Bronze Age,monococcum,Triticum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
445,Archontiko,-22.1,1.8,40.706147,22.541419,Poaceae,Seed,Late Bronze Age,monococcum,Triticum,2000 - 1500 BCE,Greece,Central_Med,3950.0,3450.0,Middle_Late_Bronze,Middle_Late_Bronze_Age,wheat
