Entry_ID,Archaeological_Site,IRMS_d13C_Collagen,d15N_Collagen,Latitude_N,Longitude_E,General_Category_or_Family,Sampled_Element,Cultural_Horizon,Species,Genus,Absolute_Chronology,Modern_Country,Mediterranean_Basin,Fecha_Min_BP_corr,Fecha_Max_BP_corr,Chronological_Period_corr,Chronological_Period_clean,Cereal
1394,Sayda,-23.4,-0.6,32.625,36.225,Poaceae,Charred grain,,vulgare,Hordeum,,Syria,Eastern_Med,,,Historical_Other,Other,barley
1395,Baovar,-23.7,-0.1,33.216667,36.416667,Poaceae,Charred grain,,vulgare,Hordeum,,Syria,Eastern_Med,,,Historical_Other,Other,barley
1396,Furqlos,-24.1,2.03,34.601389,37.101944,Poaceae,Charred grain,,distichon,Hordeum,,Syria,Eastern_Med,,,Historical_Other,Other,barley
1397,Raqqa,-24.1,0.03,35.9475,39.036111,Poaceae,Charred grain,,vulgare,Hordeum,,Syria,Eastern_Med,,,Historical_Other,Other,barley
1398,Raqqa,-22.7,-0.1,36.400556,39.279167,Poaceae,Charred grain,,vulgare,Hordeum,,Syria,Eastern_Med,,,Historical_Other,Other,barley
1399,AlHassake,-24.5,2.01,36.683333,39.933333,Poaceae,Charred grain,,distichon,Hordeum,,Syria,Eastern_Med,,,Historical_Other,Other,barley
1400,Ras’al’ain,-24.7,1.02,36.841667,40.072222,Poaceae,Charred grain,,distichon,Hordeum,,Syria,Eastern_Med,,,Historical_Other,Other,barley
1401,AlBab,-24.6,2.05,36.372222,37.530278,Poaceae,Charred grain,,distichon,Hordeum,,Syria,Eastern_Med,,,Historical_Other,Other,barley
1402,Homs,-24.8,2.01,34.735833,36.716667,Poaceae,Charred grain,,distichon,Hordeum,,Syria,Eastern_Med,,,Historical_Other,Other,barley
1403,JebAlKabier,-26.2,1.02,35.683333,35.833333,Poaceae,Charred grain,,vulgare,Hordeum,,Syria,Eastern_Med,,,Historical_Other,Other,barley
1404,Tartous,-23.5,-0.1,35.033333,35.9,Poaceae,Charred grain,,vulgare,Hordeum,,Syria,Eastern_Med,,,Historical_Other,Other,barley
1405,NaherMarkia,-23.2,0.09,35.031944,35.913889,Poaceae,Charred grain,,vulgare,Hordeum,,Syria,Eastern_Med,,,Historical_Other,Other,barley
1406,Kanjara,-23.5,0.07,35.580556,35.816667,Poaceae,Charred grain,,vulgare,Hordeum,,Syria,Eastern_Med,,,Historical_Other,Other,barley
1407,Awajan,-26.6,1.07,33.654167,36.836111,Poaceae,Charred grain,,distichon,Hordeum,,Syria,Eastern_Med,,,Historical_Other,Other,barley
1408,Tadmor,-25.7,3.06,34.569444,38.356111,Poaceae,Charred grain,,distichon,Hordeum,,Syria,Eastern_Med,,,Historical_Other,Other,barley
1409,Altaibe,-26.0,-1.4,35.1,38.9,Poaceae,Charred grain,,vulgare,Hordeum,,Syria,Eastern_Med,,,Historical_Other,Other,barley
1410,Kawkab,-26.7,-1.7,35.294444,36.791667,Poaceae,Charred grain,,distichon,Hordeum,,Syria,Eastern_Med,,,Historical_Other,Other,barley
1411,Raqqa,-26.4,0.08,35.625,38.755556,Poaceae,Charred grain,,distichon,Hordeum,,Syria,Eastern_Med,,,Historical_Other,Other,barley
1412,Hayran,-24.3,-1.8,32.822222,36.687222,Poaceae,Charred grain,,distichon,Hordeum,,Syria,Eastern_Med,,,Historical_Other,Other,barley
1413,Ebla,-21.71,8.0,35.798885,36.798413,Poaceae,Charred grain,Middle Bronze Age,vulgare,Hordeum,2500 - 2000 BCE ; 2000 - 1500 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,barley
1414,Ebla,-22.8,5.17,35.798885,36.798413,Poaceae,Charred grain,Middle Bronze Age,vulgare,Hordeum,2500 - 2000 BCE ; 2000 - 1500 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,barley
1415,Ebla,-22.97,6.66,35.798885,36.798413,Poaceae,Charred grain,Middle Bronze Age,vulgare,Hordeum,2500 - 2000 BCE ; 2000 - 1500 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,barley
1416,Ebla,-22.66,6.37,35.798885,36.798413,Poaceae,Charred grain,Middle Bronze Age,vulgare,Hordeum,2500 - 2000 BCE ; 2000 - 1500 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,barley
1417,Ebla,-23.12,4.57,35.798885,36.798413,Poaceae,Charred grain,Middle Bronze Age,vulgare,Hordeum,2500 - 2000 BCE ; 2000 - 1500 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,barley
1418,Ebla,-23.33,3.15,35.798885,36.798413,Poaceae,Charred grain,Middle Bronze Age,vulgare,Hordeum,2500 - 2000 BCE ; 2000 - 1500 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,barley
1419,Ebla,-21.93,5.95,35.798885,36.798413,Poaceae,Charred grain,Middle Bronze Age,vulgare,Hordeum,2500 - 2000 BCE ; 2000 - 1500 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,barley
1420,Ebla,-22.99,3.34,35.798885,36.798413,Poaceae,Charred grain,Middle Bronze Age,vulgare,Hordeum,2500 - 2000 BCE ; 2000 - 1500 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,barley
1421,Ebla,-22.7,4.41,35.798885,36.798413,Poaceae,Charred grain,Middle Bronze Age,vulgare,Hordeum,2500 - 2000 BCE ; 2000 - 1500 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,barley
1422,Ebla,-22.64,4.89,35.798885,36.798413,Poaceae,Charred grain,Middle Bronze Age,vulgare,Hordeum,2500 - 2000 BCE ; 2000 - 1500 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,barley
1423,Ebla,-23.04,4.58,35.798885,36.798413,Poaceae,Charred grain,Middle Bronze Age,vulgare,Hordeum,2500 - 2000 BCE ; 2000 - 1500 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,barley
1424,Ebla,-22.93,4.5,35.798885,36.798413,Poaceae,Charred grain,Middle Bronze Age,vulgare,Hordeum,2500 - 2000 BCE ; 2000 - 1500 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,barley
1425,Ebla,-22.95,3.44,35.798885,36.798413,Poaceae,Charred grain,Middle Bronze Age,vulgare,Hordeum,2500 - 2000 BCE ; 2000 - 1500 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,barley
1627,Ais Giorkis ,-23.5,4.0,34.990897,32.905029,Poaceae,,PPNB,vulgare,Hordeum,8000 - 7500 BCE ; 7500 - 7000 BCE,Cyprus,Eastern_Med,9950.0,9450.0,Neolithic,Neolithic,barley
1628,Ais Giorkis ,-23.9,3.9,34.990897,32.905029,Poaceae,,PPNB,vulgare,Hordeum,8000 - 7500 BCE ; 7500 - 7000 BCE,Cyprus,Eastern_Med,9950.0,9450.0,Neolithic,Neolithic,barley
1629,Ais Giorkis ,-23.7,4.6,34.990897,32.905029,Poaceae,,PPNB,vulgare,Hordeum,8000 - 7500 BCE ; 7500 - 7000 BCE,Cyprus,Eastern_Med,9950.0,9450.0,Neolithic,Neolithic,barley
1630,Ais Giorkis ,-22.8,0.1,34.990897,32.905029,Poaceae,,PPNB,monococcum,Triticum,8000 - 7500 BCE ; 7500 - 7000 BCE,Cyprus,Eastern_Med,9950.0,9450.0,Neolithic,Neolithic,wheat
1631,Ais Giorkis ,-22.4,0.7,34.990897,32.905029,Poaceae,,PPNB,monococcum,Triticum,8000 - 7500 BCE ; 7500 - 7000 BCE,Cyprus,Eastern_Med,9950.0,9450.0,Neolithic,Neolithic,wheat
1632,Ais Giorkis ,-27.6,-1.5,34.990897,32.905029,Fabaceae,,PPNB,culinaris,Lens,8000 - 7500 BCE ; 7500 - 7000 BCE,Cyprus,Eastern_Med,9950.0,9450.0,Neolithic,Neolithic,other
1633,Ais Giorkis ,-24.4,0.83,34.990897,32.905029,Fabaceae,,PPNB,culinaris,Lens,8000 - 7500 BCE ; 7500 - 7000 BCE,Cyprus,Eastern_Med,9950.0,9450.0,Neolithic,Neolithic,other
1634,Ais Giorkis ,-23.8,-1.6,34.990897,32.905029,Fabaceae,,PPNB,culinaris,Lens,8000 - 7500 BCE ; 7500 - 7000 BCE,Cyprus,Eastern_Med,9950.0,9450.0,Neolithic,Neolithic,other
1726,Tell Brak,-23.6,7.1,36.667179,41.058576,Poaceae,Charred grain,Early Bronze Age,vulgare,Hordeum,2500 - 2000 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,barley
1727,Tell Brak,-23.6,5.6,36.667179,41.058576,Poaceae,Charred grain,Early Bronze Age,vulgare,Hordeum,2500 - 2000 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,barley
1728,Tell Brak,-23.2,2.3,36.667179,41.058576,Fabaceae,Charred pulse,Early Bronze Age,sativum,Pisum,2500 - 2000 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,other
1729,Tell Brak,-24.4,6.6,36.667179,41.058576,Poaceae,Charred grain,Early Jazira,vulgare,Hordeum,2500 - 2000 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,barley
1730,Tell Brak,-23.8,4.7,36.667179,41.058576,Poaceae,Charred grain,Early Jazira,vulgare,Hordeum,2500 - 2000 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,barley
1731,Tell Brak,-23.4,5.1,36.667179,41.058576,Poaceae,Charred grain,Early Jazira,vulgare,Hordeum,2500 - 2000 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,barley
1732,Tell Brak,-23.7,7.5,36.667179,41.058576,Poaceae,Charred grain,Early Jazira,vulgare,Hordeum,2500 - 2000 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,barley
1733,Tell Brak,-22.5,5.5,36.667179,41.058576,Poaceae,Charred grain,Early Jazira,vulgare,Hordeum,2500 - 2000 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,barley
1734,Tell Brak,-23.1,7.1,36.667179,41.058576,Poaceae,Charred grain,Early Bronze Age,vulgare,Hordeum,2500 - 2000 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,barley
1735,Tell Brak,-23.8,8.4,36.667179,41.058576,Poaceae,Charred grain,Early Bronze Age,vulgare,Hordeum,2500 - 2000 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,barley
1736,Tell Brak,-22.4,6.7,36.667179,41.058576,Poaceae,Charred grain,Early Bronze Age,vulgare,Hordeum,2500 - 2000 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,barley
1737,Tell Brak,-22.8,10.5,36.667179,41.058576,Poaceae,Charred grain,Early Bronze Age,vulgare,Hordeum,2500 - 2000 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,barley
1738,Tell Brak,-22.8,4.5,36.667179,41.058576,Poaceae,Charred grain,Early Bronze Age,vulgare,Hordeum,2500 - 2000 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,barley
1739,Tell Brak,-24.3,2.7,36.667179,41.058576,Poaceae,Charred grain,Early Bronze Age,vulgare,Hordeum,2500 - 2000 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,barley
1740,Tell Brak,-23.2,4.6,36.667179,41.058576,Poaceae,Charred grain,Early Bronze Age,vulgare,Hordeum,2500 - 2000 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,barley
1741,Tell Brak,-23.0,3.8,36.667179,41.058576,Poaceae,Charred grain,Early Bronze Age,dicoccum,Triticum ,2500 - 2000 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,wheat
1742,Tell Brak,-23.9,5.7,36.667179,41.058576,Poaceae,Charred grain,Early Bronze Age,vulgare,Hordeum,2500 - 2000 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,barley
1743,Tell Brak,-24.3,5.2,36.667179,41.058576,Poaceae,Charred grain,Early Bronze Age,vulgare,Hordeum,2500 - 2000 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,barley
1744,Tell Brak,-23.6,6.4,36.667179,41.058576,Poaceae,Charred grain,Early Bronze Age,vulgare,Hordeum,2500 - 2000 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,barley
1745,Tell Brak,-23.3,4.5,36.667179,41.058576,Poaceae,Charred grain,Early Bronze Age,dicoccum,Triticum ,2500 - 2000 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,wheat
1746,Tell Brak,-24.0,5.9,36.667179,41.058576,Poaceae,Charred grain,Early Bronze Age,vulgare,Hordeum,2500 - 2000 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,barley
1747,Tell Brak,-22.0,5.9,36.667179,41.058576,Fabaceae,Charred pulse,Early Bronze Age,culinaris,Lens,2500 - 2000 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,other
1748,Tell Brak,-21.3,6.8,36.667179,41.058576,Fabaceae,Charred pulse,Early Bronze Age,sativus,	Lathyrus,2500 - 2000 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,other
1749,Tell Brak,-22.9,4.6,36.667179,41.058576,Poaceae,Charred grain,Early Bronze Age,vulgare,Hordeum,2500 - 2000 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,barley
1750,Tell Brak,-24.4,6.2,36.667179,41.058576,Poaceae,Charred grain,Early Bronze Age,vulgare,Hordeum,2500 - 2000 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,barley
1751,Tell Brak,-22.6,9.8,36.667179,41.058576,Poaceae,Charred grain,Early Jazira,vulgare,Hordeum,2500 - 2000 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,barley
1752,Tell Brak,-22.5,2.7,36.667179,41.058576,Poaceae,Charred grain,Early Jazira,vulgare,Hordeum,2500 - 2000 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,barley
1753,Tell Brak,-22.2,4.1,36.667179,41.058576,Poaceae,Charred grain,Early Jazira,vulgare,Hordeum,2500 - 2000 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,barley
1754,Tell Brak,-23.1,1.6,36.667179,41.058576,Fabaceae,Charred pulse,Early Jazira,sativum,Pisum,2500 - 2000 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,other
1755,Tell Brak,-21.6,2.6,36.667179,41.058576,Fabaceae,Charred pulse,Early Jazira,sativus,	Lathyrus,2500 - 2000 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,other
1756,Tell Brak,-22.1,2.3,36.667179,41.058576,Poaceae,Charred grain,Early Jazira,vulgare,Hordeum,2500 - 2000 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,barley
1757,Tell Brak,-22.3,2.4,36.667179,41.058576,Poaceae,Charred grain,Early Jazira,vulgare,Hordeum,2500 - 2000 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,barley
1758,Tell Brak,-22.9,4.4,36.667179,41.058576,Poaceae,Charred grain,Early Bronze Age,dicoccum,Triticum ,2500 - 2000 BCE,Syria,Eastern_Med,4450.0,3950.0,Early_Bronze,Early_Bronze_Age,wheat
1759,Agda,-26.7,0.4,34.94,-5.58,Poaceae,Grain,,vulgare,Hordeum,,Morocco,Western_Med,,,Historical_Other,Other,barley
1760,Agda,-27.4,-0.3,34.94,-5.58,Poaceae,Grain,,vulgare,Hordeum,,Morocco,Western_Med,,,Historical_Other,Other,barley
1761,Agni Ouram,-25.4,7.7,29.32,-9.44,Poaceae,Grain,,vulgare,Hordeum,,Morocco,Western_Med,,,Historical_Other,Other,barley
1762,Agni Ouram,-22.4,8.6,29.32,-9.44,Poaceae,Grain,,vulgare,Hordeum,,Morocco,Western_Med,,,Historical_Other,Other,barley
1763,Agni Ouram,-22.8,5.6,29.32,-9.44,Poaceae,Grain,,vulgare,Hordeum,,Morocco,Western_Med,,,Historical_Other,Other,barley
1764,Agni Ouram,-23.7,6.9,29.32,-9.44,Poaceae,Grain,,vulgare,Hordeum,,Morocco,Western_Med,,,Historical_Other,Other,barley
1765,Agni Ouram,-22.3,8.3,29.32,-9.44,Poaceae,Grain,,vulgare,Hordeum,,Morocco,Western_Med,,,Historical_Other,Other,barley
1766,Bellota,-28.2,1.4,34.95,-5.54,Poaceae,Grain,,vulgare,Hordeum,,Morocco,Western_Med,,,Historical_Other,Other,barley
1767,Bellota,-27.7,1.4,34.95,-5.54,Poaceae,Grain,,vulgare,Hordeum,,Morocco,Western_Med,,,Historical_Other,Other,barley
1768,Bellota,-28.0,0.9,34.95,-5.54,Poaceae,Grain,,vulgare,Hordeum,,Morocco,Western_Med,,,Historical_Other,Other,barley
1769,Id Aissa,-26.8,14.5,29.24,-9.19,Poaceae,Grain,,vulgare,Hordeum,,Morocco,Western_Med,,,Historical_Other,Other,barley
1770,Id Aissa,-26.3,14.0,29.24,-9.19,Poaceae,Grain,,vulgare,Hordeum,,Morocco,Western_Med,,,Historical_Other,Other,barley
1771,Id Aissa,-26.6,13.2,29.24,-9.19,Poaceae,Grain,,vulgare,Hordeum,,Morocco,Western_Med,,,Historical_Other,Other,barley
1772,Id Aissa,-25.7,12.5,29.24,-9.19,Poaceae,Grain,,vulgare,Hordeum,,Morocco,Western_Med,,,Historical_Other,Other,barley
1773,Id Aissa,-25.9,12.5,29.24,-9.19,Poaceae,Grain,,vulgare,Hordeum,,Morocco,Western_Med,,,Historical_Other,Other,barley
1774,Id Aissa,-26.3,15.4,29.24,-9.19,Poaceae,Grain,,vulgare,Hordeum,,Morocco,Western_Med,,,Historical_Other,Other,barley
1775,Id Aissa,-27.6,14.0,29.24,-9.19,Poaceae,Grain,,vulgare,Hordeum,,Morocco,Western_Med,,,Historical_Other,Other,barley
1776,Id Aissa,-26.3,15.4,29.24,-9.19,Poaceae,Grain,,vulgare,Hordeum,,Morocco,Western_Med,,,Historical_Other,Other,barley
1777,Id Aissa,-27.1,13.9,29.24,-9.19,Poaceae,Grain,,vulgare,Hordeum,,Morocco,Western_Med,,,Historical_Other,Other,barley
1778,Id Aissa,-25.4,14.4,29.24,-9.19,Poaceae,Grain,,vulgare,Hordeum,,Morocco,Western_Med,,,Historical_Other,Other,barley
1779,Id Aissa,-25.8,14.7,29.24,-9.19,Poaceae,Grain,,vulgare,Hordeum,,Morocco,Western_Med,,,Historical_Other,Other,barley
1780,Issili Zemmouren,-23.6,6.6,29.35,-9.43,Poaceae,Grain,,vulgare,Hordeum,,Morocco,Western_Med,,,Historical_Other,Other,barley
1781,Issili Zemmouren,-22.7,5.6,29.35,-9.43,Poaceae,Grain,,vulgare,Hordeum,,Morocco,Western_Med,,,Historical_Other,Other,barley
1782,Issili Zemmouren,-24.4,5.2,29.35,-9.43,Poaceae,Grain,,vulgare,Hordeum,,Morocco,Western_Med,,,Historical_Other,Other,barley
1783,Issili Zemmouren,-22.7,4.7,29.35,-9.43,Poaceae,Grain,,vulgare,Hordeum,,Morocco,Western_Med,,,Historical_Other,Other,barley
1784,Issili Zemmouren,-23.6,8.2,29.35,-9.43,Poaceae,Grain,,vulgare,Hordeum,,Morocco,Western_Med,,,Historical_Other,Other,barley
1785,Id Lahso Omar,-24.7,7.4,29.38,-9.43,Poaceae,Grain,,vulgare,Hordeum,,Morocco,Western_Med,,,Historical_Other,Other,barley
1786,Id Lahso Omar,-23.4,10.6,29.38,-9.43,Poaceae,Grain,,vulgare,Hordeum,,Morocco,Western_Med,,,Historical_Other,Other,barley
1787,Id Lahso Omar,-23.7,10.4,29.38,-9.43,Poaceae,Grain,,vulgare,Hordeum,,Morocco,Western_Med,,,Historical_Other,Other,barley
1788,Id Lahso Omar,-23.7,8.5,29.38,-9.43,Poaceae,Grain,,vulgare,Hordeum,,Morocco,Western_Med,,,Historical_Other,Other,barley
1789,Id Lahso Omar,-23.2,10.3,29.38,-9.43,Poaceae,Grain,,vulgare,Hordeum,,Morocco,Western_Med,,,Historical_Other,Other,barley
1929,Kouphovouno,-22.4,4.9,37.062972,22.420611,Poaceae,,Middle Neolithic,durum,Triticum ,6000 - 5500 BCE ;  5500 - 5000 BCE ; 5000 - 4500 BCE,Greece,Central_Med,7950.0,7450.0,Neolithic_Late,Late_Neolithic,wheat
1930,Kouphovouno,-22.3,7.1,37.062972,22.420611,Poaceae,,Middle Neolithic,durum,Triticum ,6000 - 5500 BCE ;  5500 - 5000 BCE ; 5000 - 4500 BCE,Greece,Central_Med,7950.0,7450.0,Neolithic_Late,Late_Neolithic,wheat
1931,Kouphovouno,-23.4,5.4,37.062972,22.420611,Poaceae,,Middle Neolithic,durum,Triticum ,6000 - 5500 BCE ;  5500 - 5000 BCE ; 5000 - 4500 BCE,Greece,Central_Med,7950.0,7450.0,Neolithic_Late,Late_Neolithic,wheat
1932,Kouphovouno,-22.5,5.8,37.062972,22.420611,Poaceae,,Middle Neolithic,durum,Triticum ,6000 - 5500 BCE ;  5500 - 5000 BCE ; 5000 - 4500 BCE,Greece,Central_Med,7950.0,7450.0,Neolithic_Late,Late_Neolithic,wheat
1933,Kouphovouno,-22.2,5.6,37.062972,22.420611,Poaceae,,Middle Neolithic,durum,Triticum ,6000 - 5500 BCE ;  5500 - 5000 BCE ; 5000 - 4500 BCE,Greece,Central_Med,7950.0,7450.0,Neolithic_Late,Late_Neolithic,wheat
1934,Kouphovouno,-23.3,6.6,37.062972,22.420611,Poaceae,,Middle Neolithic,durum,Triticum ,6000 - 5500 BCE ;  5500 - 5000 BCE ; 5000 - 4500 BCE,Greece,Central_Med,7950.0,7450.0,Neolithic_Late,Late_Neolithic,wheat
1935,Kouphovouno,-23.0,7.0,37.062972,22.420611,Poaceae,,Middle Neolithic,durum,Triticum ,6000 - 5500 BCE ;  5500 - 5000 BCE ; 5000 - 4500 BCE,Greece,Central_Med,7950.0,7450.0,Neolithic_Late,Late_Neolithic,wheat
1936,Kouphovouno,-22.3,5.2,37.062972,22.420611,Poaceae,,Middle Neolithic,durum,Triticum ,6000 - 5500 BCE ;  5500 - 5000 BCE ; 5000 - 4500 BCE,Greece,Central_Med,7950.0,7450.0,Neolithic_Late,Late_Neolithic,wheat
1937,Kouphovouno,-22.3,5.5,37.062972,22.420611,Poaceae,,Middle Neolithic,durum,Triticum ,6000 - 5500 BCE ;  5500 - 5000 BCE ; 5000 - 4500 BCE,Greece,Central_Med,7950.0,7450.0,Neolithic_Late,Late_Neolithic,wheat
1938,Kouphovouno,-22.5,5.9,37.062972,22.420611,Poaceae,,Middle Neolithic,durum,Triticum ,6000 - 5500 BCE ;  5500 - 5000 BCE ; 5000 - 4500 BCE,Greece,Central_Med,7950.0,7450.0,Neolithic_Late,Late_Neolithic,wheat
1939,Kouphovouno,-23.4,5.9,37.062972,22.420611,Poaceae,,Late Neolithic,durum,Triticum ,6000 - 5500 BCE ;  5500 - 5000 BCE ; 5000 - 4500 BCE,Greece,Central_Med,7950.0,7450.0,Neolithic_Late,Late_Neolithic,wheat
1940,Kouphovouno,-22.4,5.4,37.062972,22.420611,Poaceae,,Late Neolithic,durum,Triticum ,6000 - 5500 BCE ;  5500 - 5000 BCE ; 5000 - 4500 BCE,Greece,Central_Med,7950.0,7450.0,Neolithic_Late,Late_Neolithic,wheat
1941,Kouphovouno,-23.0,5.5,37.062972,22.420611,Poaceae,,Late Neolithic,durum,Triticum ,6000 - 5500 BCE ;  5500 - 5000 BCE ; 5000 - 4500 BCE,Greece,Central_Med,7950.0,7450.0,Neolithic_Late,Late_Neolithic,wheat
1942,Kouphovouno,-24.5,3.1,37.062972,22.420611,Poaceae,,Middle Neolithic,vulgare,Hordeum,6000 - 5500 BCE ;  5500 - 5000 BCE ; 5000 - 4500 BCE,Greece,Central_Med,7950.0,7450.0,Neolithic_Late,Late_Neolithic,barley
1943,Kouphovouno,-24.2,4.2,37.062972,22.420611,Poaceae,,Middle Neolithic,vulgare,Hordeum,6000 - 5500 BCE ;  5500 - 5000 BCE ; 5000 - 4500 BCE,Greece,Central_Med,7950.0,7450.0,Neolithic_Late,Late_Neolithic,barley
1944,Kouphovouno,-24.5,2.7,37.062972,22.420611,Poaceae,,Middle Neolithic,vulgare,Hordeum,6000 - 5500 BCE ;  5500 - 5000 BCE ; 5000 - 4500 BCE,Greece,Central_Med,7950.0,7450.0,Neolithic_Late,Late_Neolithic,barley
1945,Kouphovouno,-24.4,3.5,37.062972,22.420611,Poaceae,,Middle Neolithic,vulgare,Hordeum,6000 - 5500 BCE ;  5500 - 5000 BCE ; 5000 - 4500 BCE,Greece,Central_Med,7950.0,7450.0,Neolithic_Late,Late_Neolithic,barley
1946,Kouphovouno,-24.6,0.7,37.062972,22.420611,Poaceae,,Late Neolithic,vulgare,Hordeum,6000 - 5500 BCE ;  5500 - 5000 BCE ; 5000 - 4500 BCE,Greece,Central_Med,7950.0,7450.0,Neolithic_Late,Late_Neolithic,barley
1947,Kouphovouno,-24.4,2.7,37.062972,22.420611,Poaceae,,Late Neolithic,vulgare,Hordeum,6000 - 5500 BCE ;  5500 - 5000 BCE ; 5000 - 4500 BCE,Greece,Central_Med,7950.0,7450.0,Neolithic_Late,Late_Neolithic,barley
1948,Kouphovouno,-25.1,1.6,37.062972,22.420611,Poaceae,,Late Neolithic,vulgare,Hordeum,6000 - 5500 BCE ;  5500 - 5000 BCE ; 5000 - 4500 BCE,Greece,Central_Med,7950.0,7450.0,Neolithic_Late,Late_Neolithic,barley
1949,Kouphovouno,-26.1,0.9,37.062972,22.420611,Fabaceae,,Middle Neolithic,sativum,Pisum,6000 - 5500 BCE ;  5500 - 5000 BCE ; 5000 - 4500 BCE,Greece,Central_Med,7950.0,7450.0,Neolithic_Late,Late_Neolithic,other
1950,Kouphovouno,-25.9,1.6,37.062972,22.420611,Fabaceae,,Middle Neolithic,sativum,Pisum,6000 - 5500 BCE ;  5500 - 5000 BCE ; 5000 - 4500 BCE,Greece,Central_Med,7950.0,7450.0,Neolithic_Late,Late_Neolithic,other
1951,Kouphovouno,-25.1,1.3,37.062972,22.420611,Fabaceae,,Middle Neolithic,sativum,Pisum,6000 - 5500 BCE ;  5500 - 5000 BCE ; 5000 - 4500 BCE,Greece,Central_Med,7950.0,7450.0,Neolithic_Late,Late_Neolithic,other
1952,Kouphovouno,-24.4,1.1,37.062972,22.420611,Fabaceae,,Middle Neolithic,sativum,Pisum,6000 - 5500 BCE ;  5500 - 5000 BCE ; 5000 - 4500 BCE,Greece,Central_Med,7950.0,7450.0,Neolithic_Late,Late_Neolithic,other
